gamePK,778199,777579,777863,777940,777571,777988,778062,778434,777701,778444,777649,778220,778406,778544,777726,778285,778262,778163,777505
0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
2,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,0,1,1,1
3,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,0,1,1
4,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,1,1
5,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,0,,1,1,1,0,1,1,1,1,1,1,0,1
7,1,1,1,1,1,0,,1,0,1,0,1,1,1,1,1,1,1,1
8,1,1,1,1,1,0,,1,0,1,0,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1
10,1,1,0,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,0
11,1,1,0,1,1,1,,1,1,1,0,1,0,1,1,1,1,1,0
12,1,1,0,1,1,1,,1,1,1,0,1,1,1,0,0,0,1,0
13,1,0,0,1,1,1,,1,1,1,1,1,1,0,0,0,0,1,1
14,1,0,0,0,1,1,,1,1,0,1,0,1,1,1,1,0,1,1
15,1,0,1,0,1,1,,1,1,0,1,0,0,1,1,1,0,1,1
16,1,1,1,0,1,1,,0,0,0,1,1,0,0,1,1,0,1,1
17,1,1,1,0,0,0,,0,0,0,1,1,0,1,1,0,1,1,0
18,0,1,1,1,1,0,,0,0,0,1,0,0,1,1,0,1,1,0
19,1,1,1,1,1,0,,0,0,0,1,0,0,0,0,1,1,1,0
20,1,1,1,1,0,1,,1,0,0,1,1,0,0,0,1,1,1,0
21,1,0,1,1,0,1,,1,1,0,0,1,0,0,0,1,1,1,0
22,1,1,1,1,0,1,,1,1,0,0,1,1,0,1,1,0,1,0
23,1,1,1,0,1,1,,1,1,1,0,1,1,1,1,1,1,1,0
24,0,1,1,0,1,1,,1,0,1,1,0,1,1,0,0,1,1,0
25,0,0,1,0,0,1,,1,0,1,1,0,0,1,0,0,1,1,0
26,0,0,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,0
27,1,0,1,0,1,0,,1,0,1,1,0,0,0,1,0,1,1,0
28,1,1,1,0,1,0,,1,0,1,0,1,0,0,0,1,1,1,0
29,1,1,1,0,1,0,,1,1,0,1,1,1,0,0,1,1,0,0
30,1,1,0,0,0,0,,1,1,0,1,1,1,0,0,0,1,1,1
31,1,1,1,1,0,0,,1,1,0,0,0,0,0,0,1,0,1,1
32,0,1,1,1,0,1,,1,0,0,0,0,0,0,0,1,0,1,1
33,0,0,1,1,0,1,,1,0,0,0,0,0,1,0,1,0,1,1
34,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,1,0,1,0
35,0,1,0,0,0,0,,1,0,0,0,1,0,1,0,1,0,1,0
36,0,1,0,0,0,1,,1,0,0,0,1,1,1,0,1,1,0,0
37,1,1,0,1,0,1,,1,0,0,0,1,1,1,0,0,1,0,0
38,0,1,1,1,0,1,,1,0,0,0,1,1,1,0,1,0,0,0
39,0,0,1,1,1,1,,0,0,0,0,1,1,1,1,1,0,0,0
40,0,1,1,0,1,1,,1,1,0,0,0,0,1,1,0,0,0,1
41,0,1,0,0,1,1,,1,1,0,0,0,0,1,1,0,1,1,1
42,0,1,0,1,0,1,,1,0,0,0,0,0,1,1,1,0,1,1
43,0,0,1,1,0,1,,1,0,0,0,0,0,1,0,1,0,0,0
44,0,0,1,1,0,1,,1,1,0,1,0,0,0,0,0,0,0,0
45,1,0,1,0,0,1,,1,1,0,1,0,0,1,1,0,0,1,0
46,1,0,1,0,0,1,,1,0,0,1,0,0,1,0,0,0,1,1
47,1,0,1,0,0,1,,0,0,0,1,0,0,1,0,0,0,1,1
48,0,0,1,0,0,1,,0,0,0,0,0,0,1,1,0,0,1,1
49,0,0,0,0,0,1,,0,0,1,0,0,0,1,1,0,0,1,1
50,0,1,0,0,0,1,,0,0,1,0,0,0,1,1,1,0,0,1
